date,ticker,close
2021-03-30,CSTAF,9.7
2021-03-30,PMVC,9.71
2021-03-30,PUCK,9.64
2021-03-31,ACIC,6.56285877188732
2021-03-31,ASPL,100.1
2021-03-31,BLUAF,9.72
2021-03-31,CSTAF,9.65
2021-03-31,PMVC,9.7
2021-03-31,PUCK,9.64
2021-04-01,ACIC,6.91785390656638
2021-04-01,ASPL,102.4
2021-04-01,BLUAF,9.76
2021-04-01,CSTAF,9.7
2021-04-01,PMVC,9.75
2021-04-01,PUCK,9.64
2021-04-05,ACIC,6.75400999825297
2021-04-05,ASPL,101.0
2021-04-05,BLUAF,9.72
2021-04-05,CSTAF,9.8
2021-04-05,PMVC,9.73
2021-04-05,PUCK,9.75
2021-04-06,ACIC,6.75400999825297
2021-04-06,ASPL,100.8
2021-04-06,BLUAF,9.75
2021-04-06,CSTAF,9.74
2021-04-06,PMVC,9.73
2021-04-06,PUCK,9.7
2021-04-07,ACIC,6.72670268020073
2021-04-07,ASPL,102.2
2021-04-07,BLUAF,9.8
2021-04-07,CSTAF,9.8099
2021-04-07,PMVC,9.8083
2021-04-07,PUCK,9.7
2021-04-08,ACIC,6.72670268020073
2021-04-08,ASPL,100.9
2021-04-08,BLUAF,9.8
2021-04-08,CSTAF,9.92
2021-04-08,PMVC,9.775
2021-04-08,PUCK,9.73
2021-04-09,ACIC,6.70849780149924
2021-04-09,ASPL,101.1
2021-04-09,BLUAF,9.81
2021-04-09,CSTAF,9.93
2021-04-09,PMVC,9.9
2021-04-09,PUCK,9.72
2021-04-12,ACIC,6.52644901448434
2021-04-12,ASPL,100.3
2021-04-12,BLUAF,9.78
2021-04-12,CSTAF,9.85
2021-04-12,PMVC,9.9
2021-04-12,PUCK,9.73
2021-04-13,ACIC,6.4991416964321
2021-04-13,ASPL,100.2
2021-04-13,BLUAF,9.8
2021-04-13,CSTAF,9.79
2021-04-13,PMVC,9.84
2021-04-13,PUCK,9.73
2021-04-14,ACIC,6.4991416964321
2021-04-14,ASPL,100.3
2021-04-14,BLUAF,9.83
2021-04-14,CSTAF,10.0
2021-04-14,PMVC,9.86
2021-04-14,PUCK,9.74
2021-04-15,ACIC,6.54465389318583
2021-04-15,ASPL,100.5
2021-04-15,BLUAF,9.84
2021-04-15,CSTAF,9.8
2021-04-15,PMVC,9.9
2021-04-15,PUCK,9.75
2021-04-16,ACIC,6.53555145383508
2021-04-16,ASPL,99.8
2021-04-16,BLUAF,9.82
2021-04-16,CSTAF,10.1
2021-04-16,PMVC,9.87
2021-04-16,PUCK,9.71
2021-04-16,SLAMF,9.84
2021-04-19,ACIC,5.84376606317845
2021-04-19,ASPL,99.3
2021-04-19,BLUAF,9.82
2021-04-19,CSTAF,9.95
2021-04-19,PMVC,9.9
2021-04-19,PUCK,9.75
2021-04-19,SLAMF,9.81
2021-04-20,ACIC,5.44325873174566
2021-04-20,ASPL,99.2
2021-04-20,BLUAF,9.8
2021-04-20,CSTAF,9.9
2021-04-20,PMVC,9.85
2021-04-20,PUCK,9.71
2021-04-20,SLAMF,9.8
2021-04-21,ACIC,5.48877092849938
2021-04-21,ASPL,99.2
2021-04-21,BLUAF,9.79
2021-04-21,CSTAF,9.9
2021-04-21,PMVC,9.85
2021-04-21,PUCK,9.71
2021-04-21,SLAMF,9.84
2021-04-22,ACIC,5.27941482343224
2021-04-22,ASPL,99.656
2021-04-22,BLUAF,9.79
2021-04-22,CSTAF,9.72
2021-04-22,PMVC,9.82
2021-04-22,PUCK,9.72
2021-04-22,SLAMF,9.8
2021-04-23,ACIC,5.60710264005907
2021-04-23,ASPL,100.1
2021-04-23,BLUAF,9.72
2021-04-23,CSTAF,9.7063
2021-04-23,PMVC,9.82
2021-04-23,PUCK,9.73
2021-04-23,SLAMF,9.8
2021-04-26,ACIC,5.3522343382382
2021-04-26,ASPL,100.6
2021-04-26,BLUAF,9.75
2021-04-26,CSTAF,9.79
2021-04-26,PMVC,9.7496
2021-04-26,PUCK,9.71
2021-04-26,SLAMF,9.7801
2021-04-27,ACIC,5.36133677758895
2021-04-27,ASPL,100.1
2021-04-27,BLUAF,9.79
2021-04-27,CSTAF,9.81
2021-04-27,PMVC,9.87
2021-04-27,PUCK,9.72
2021-04-27,SLAMF,9.78
2021-04-28,ACIC,5.31582458083522
2021-04-28,ASPL,101.0
2021-04-28,BLUAF,9.77
2021-04-28,CSTAF,9.81
2021-04-28,PMVC,9.87
2021-04-28,PUCK,9.73
2021-04-28,SLAMF,9.8
2021-04-29,ACIC,5.2703123840815
2021-04-29,ASPL,100.1
2021-04-29,BLUAF,9.78
2021-04-29,CSTAF,9.75
2021-04-29,PMVC,9.85
2021-04-29,PUCK,9.7
2021-04-29,SLAMF,9.7999
2021-04-30,ACIC,5.08826359706659
2021-04-30,ASPL,99.9
2021-04-30,BLUAF,9.75
2021-04-30,CSTAF,9.78
2021-04-30,NBST,9.9
2021-04-30,PMVC,9.85
2021-04-30,PUCK,9.67
2021-04-30,SLAMF,9.85
2021-05-03,ACIC,5.34313189888746
2021-05-03,ASPL,99.9
2021-05-03,BLUAF,9.77
2021-05-03,CSTAF,9.82
2021-05-03,NBST,9.76
2021-05-03,PMVC,9.89
2021-05-03,PUCK,9.69
2021-05-03,SLAMF,9.77
2021-05-04,ACIC,5.3522343382382
2021-05-04,ASPL,100.0
2021-05-04,BLUAF,9.73
2021-05-04,CSTAF,9.78
2021-05-04,NBST,9.76
2021-05-04,PMVC,9.84
2021-05-04,PUCK,9.7
2021-05-04,SLAMF,9.77
2021-05-05,ACIC,5.60710264005907
2021-05-05,ASPL,99.3
2021-05-05,BLUAF,9.73
2021-05-05,CSTAF,9.83
2021-05-05,NBST,9.76
2021-05-05,PMVC,9.85
2021-05-05,PUCK,9.67
2021-05-05,SLAMF,9.75
2021-05-06,ACIC,5.47056604979789
2021-05-06,ASPL,99.0
2021-05-06,BLUAF,9.75
2021-05-06,CSTAF,9.83
2021-05-06,NBST,9.7
2021-05-06,PMVC,9.8
2021-05-06,PUCK,9.68
2021-05-06,SLAMF,9.73
2021-05-07,ACIC,5.42505385304416
2021-05-07,ASPL,99.6
2021-05-07,BLUAF,9.7159
2021-05-07,CSTAF,9.88
2021-05-07,NBST,9.74
2021-05-07,PMVC,9.8
2021-05-07,PUCK,9.69
2021-05-07,SLAMF,9.75
2021-05-10,ACIC,5.49787336785013
2021-05-10,ASPL,99.4
2021-05-10,BLUAF,9.72
2021-05-10,CSTAF,9.74
2021-05-10,NBST,9.68
2021-05-10,PMVC,9.78
2021-05-10,PUCK,9.66
2021-05-10,SLAMF,9.75
2021-05-11,ACIC,5.26120994473075
2021-05-11,ASPL,99.0
2021-05-11,BLUAF,9.7399
2021-05-11,CSTAF,9.79
2021-05-11,NBST,9.66
2021-05-11,PMVC,9.76
2021-05-11,PUCK,9.68
2021-05-11,SLAMF,9.8
2021-05-12,ACIC,5.20659530862628
2021-05-12,ASPL,99.0
2021-05-12,BLUAF,9.71
2021-05-12,CSTAF,9.8
2021-05-12,NBST,9.61
2021-05-12,PMVC,9.85
2021-05-12,PUCK,9.67
2021-05-12,SLAMF,9.8
2021-05-13,ACIC,5.21569774797702
2021-05-13,ASPL,99.0
2021-05-13,BLUAF,9.71
2021-05-13,CSTAF,9.8
2021-05-13,NBST,9.63
2021-05-13,PMVC,9.81
2021-05-13,PUCK,9.66
2021-05-13,SLAMF,9.7799
2021-05-14,ACIC,5.3522343382382
2021-05-14,ASPL,98.8
2021-05-14,BLUAF,9.74
2021-05-14,CSTAF,9.87
2021-05-14,NBST,9.63
2021-05-14,PMVC,9.81
2021-05-14,PUCK,9.65
2021-05-14,SLAMF,9.75
2021-05-17,ACIC,5.32464550144316
2021-05-17,ASPL,98.9
2021-05-17,BLUAF,9.67
2021-05-17,CSTAF,9.83
2021-05-17,NBST,9.62
2021-05-17,PMVC,9.81
2021-05-17,PUCK,9.61
2021-05-17,SLAMF,9.83
2021-05-18,ACIC,5.21429015426299
2021-05-18,ASPL,99.3
2021-05-18,BLUAF,9.75
2021-05-18,CSTAF,9.76
2021-05-18,NBST,9.63
2021-05-18,PMVC,9.81
2021-05-18,PUCK,9.62
2021-05-18,SLAMF,9.7888
2021-05-19,ACIC,5.20509387533131
2021-05-19,ASPL,99.9
2021-05-19,BLUAF,9.75
2021-05-19,CSTAF,9.75
2021-05-19,NBST,9.7
2021-05-19,PMVC,9.71
2021-05-19,PUCK,9.65
2021-05-19,SLAMF,9.75
2021-05-20,ACIC,5.27866410678476
2021-05-20,ASPL,99.4
2021-05-20,BLUAF,9.7
2021-05-20,CSTAF,9.847
2021-05-20,NBST,9.65
2021-05-20,PMVC,9.6525
2021-05-20,PUCK,9.65
2021-05-20,SLAMF,9.7
2021-05-21,ACIC,5.25107526998971
2021-05-21,ASPL,99.9
2021-05-21,BLUAF,9.7026
2021-05-21,CSTAF,9.75
2021-05-21,NBST,9.64
2021-05-21,PMVC,9.76
2021-05-21,PUCK,9.64
2021-05-21,SLAMF,9.65
2021-05-24,ACIC,5.16830875960459
2021-05-24,ASPL,99.9
2021-05-24,BLUAF,9.7096
2021-05-24,CSTAF,9.75
2021-05-24,NBST,9.61
2021-05-24,PMVC,9.7
2021-05-24,PUCK,9.68
2021-05-24,SLAMF,9.74
2021-05-25,ACIC,4.90161667058584
2021-05-25,ASPL,99.9
2021-05-25,BLUAF,9.71
2021-05-25,CSTAF,9.77
2021-05-25,NBST,9.635
2021-05-25,PMVC,9.66
2021-05-25,PUCK,9.69
2021-05-25,SLAMF,9.75
2021-05-26,ACIC,5.19589759639963
2021-05-26,ASPL,100.0
2021-05-26,BLUAF,9.76
2021-05-26,CSTAF,9.79
2021-05-26,NBST,9.64
2021-05-26,PMVC,9.75
2021-05-26,PUCK,9.63
2021-05-26,SLAMF,9.76
2021-05-27,ACIC,5.12232736494618
2021-05-27,ASPL,99.9
2021-05-27,BLUAF,9.75
2021-05-27,CSTAF,9.75
2021-05-27,NBST,9.64
2021-05-27,PMVC,9.68
2021-05-27,PUCK,9.63
2021-05-27,SLAMF,9.76
2021-05-28,ACIC,5.18670131746795
2021-05-28,ASPL,99.9
2021-05-28,BLUAF,9.6901
2021-05-28,CSTAF,9.78
2021-05-28,NBST,9.64
2021-05-28,PMVC,9.75
2021-05-28,PUCK,9.63
2021-05-28,SLAMF,9.7508
2021-06-01,ACIC,5.38901945396493
2021-06-01,ASPL,100.0
2021-06-01,BLUAF,9.76
2021-06-01,CSTAF,9.81
2021-06-01,NBST,9.65
2021-06-01,PMVC,9.74
2021-06-01,PUCK,9.62
2021-06-01,SLAMF,9.77
2021-06-02,ACIC,5.21429015426299
2021-06-02,ASPL,100.0
2021-06-02,BLUAF,9.73
2021-06-02,CSTAF,9.81
2021-06-02,NBST,9.62
2021-06-02,PMVC,9.73
2021-06-02,PUCK,9.62
2021-06-02,SLAMF,9.755
2021-06-03,ACIC,5.14071992280954
2021-06-03,ASPL,99.7
2021-06-03,BLUAF,9.73
2021-06-03,CSTAF,9.7231
2021-06-03,NBST,9.63
2021-06-03,PMVC,9.77
2021-06-03,PUCK,9.64
2021-06-03,SLAMF,9.73
2021-06-04,ACIC,5.13152364387786
2021-06-04,ASPL,99.5
2021-06-04,BLUAF,9.73
2021-06-04,CSTAF,9.81
2021-06-04,NBST,9.63
2021-06-04,PMVC,9.8
2021-06-04,PUCK,9.655
2021-06-04,SLAMF,9.745
2021-06-07,ACIC,5.32464550144316
2021-06-07,ASPL,99.9
2021-06-07,BLUAF,9.75
2021-06-07,CSTAF,9.75
2021-06-07,MAQC,10.0
2021-06-07,NBST,9.61
2021-06-07,PMVC,9.74
2021-06-07,PUCK,9.66
2021-06-07,SLAMF,9.7585
2021-06-08,ACIC,5.55455247473518
2021-06-08,ASPL,100.6
2021-06-08,BLUAF,9.75
2021-06-08,CSTAF,9.75
2021-06-08,MAQC,9.81
2021-06-08,NBST,9.62
2021-06-08,PMVC,9.75
2021-06-08,PUCK,9.66
2021-06-08,SLAMF,9.76
2021-06-09,ACIC,5.56374875366686
2021-06-09,ASPL,100.1
2021-06-09,BLUAF,9.78
2021-06-09,CSTAF,9.73
2021-06-09,MAQC,9.88
2021-06-09,NBST,9.62
2021-06-09,PMVC,9.77
2021-06-09,PUCK,9.66
2021-06-09,SLAMF,9.76
2021-06-10,ACIC,5.37062689610156
2021-06-10,ASPL,100.7
2021-06-10,BLUAF,9.72
2021-06-10,CSTAF,9.74
2021-06-10,MAQC,10.62
2021-06-10,NBST,9.63
2021-06-10,PMVC,9.74
2021-06-10,PUCK,9.62
2021-06-10,SLAMF,9.76
2021-06-11,ACIC,5.43500084862333
2021-06-11,ASPL,100.7
2021-06-11,BLUAF,9.79
2021-06-11,CSTAF,9.9
2021-06-11,MAQC,9.84
2021-06-11,NBST,9.65
2021-06-11,PMVC,9.78
2021-06-11,PUCK,9.64
2021-06-11,SLAMF,9.77
2021-06-14,ACIC,5.49937480114509
2021-06-14,ASPL,99.5
2021-06-14,BLUAF,9.79
2021-06-14,CSTAF,9.82
2021-06-14,MAQC,9.84
2021-06-14,NBST,9.65
2021-06-14,PMVC,9.78
2021-06-14,PUCK,9.66
2021-06-14,SLAMF,9.7433
2021-06-15,ACIC,5.72928177443711
2021-06-15,ASPL,99.6
2021-06-15,BLUAF,9.745
2021-06-15,CSTAF,9.82
2021-06-15,MAQC,9.85
2021-06-15,NBST,9.65
2021-06-15,PMVC,9.74
2021-06-15,PUCK,9.66
2021-06-15,SLAMF,9.78
2021-06-16,ACIC,5.68330037977871
2021-06-16,ASPL,99.6
2021-06-16,BLUAF,9.745
2021-06-16,CSTAF,9.76
2021-06-16,MAQC,9.89
2021-06-16,NBST,9.65
2021-06-16,PMVC,9.76
2021-06-16,PUCK,9.63
2021-06-16,SLAMF,9.75
2021-06-17,ACIC,5.79365572695888
2021-06-17,ASPL,99.85
2021-06-17,BLUAF,9.74
2021-06-17,CSTAF,9.79
2021-06-17,MAQC,9.89
2021-06-17,NBST,9.65
2021-06-17,PMVC,9.76
2021-06-17,PUCK,9.63
2021-06-17,SLAMF,9.75
2021-06-18,ACIC,5.56374875366686
2021-06-18,ASPL,100.0
2021-06-18,BLUAF,9.74
2021-06-18,CSTAF,9.8
2021-06-18,MAQC,9.98
2021-06-18,NBST,9.65
2021-06-18,PMVC,9.75
2021-06-18,PUCK,9.63
2021-06-18,SLAMF,9.72
2021-06-21,ACIC,5.55455247473518
2021-06-21,ASPL,100.1
2021-06-21,BLUAF,9.74
2021-06-21,CSTAF,9.87
2021-06-21,MAQC,9.93
2021-06-21,NBST,9.65
2021-06-21,PMVC,9.75
2021-06-21,PUCK,9.64
2021-06-21,SLAMF,9.72
2021-06-22,ACIC,5.43500084862333
2021-06-22,ASPL,100.1
2021-06-22,BLUAF,9.74
2021-06-22,CSTAF,9.82
2021-06-22,MAQC,9.91
2021-06-22,NBST,9.67
2021-06-22,PMVC,9.75
2021-06-22,PUCK,9.68
2021-06-22,SLAMF,9.72
2021-06-23,ACIC,5.58214131153022
2021-06-23,ASPL,99.8
2021-06-23,BLUAF,9.79
2021-06-23,CSTAF,9.73
2021-06-23,MAQC,9.91
2021-06-23,NBST,9.65
2021-06-23,PMVC,9.78
2021-06-23,PUCK,9.65
2021-06-23,SLAMF,9.73
2021-06-24,ACIC,5.48098224328173
2021-06-24,ASPL,100.0
2021-06-24,BLUAF,9.74
2021-06-24,CSTAF,9.78
2021-06-24,MAQC,9.91
2021-06-24,NBST,9.65
2021-06-24,PMVC,9.76
2021-06-24,PUCK,9.66
2021-06-24,SLAMF,9.6901
2021-06-25,ACIC,5.33384178037484
2021-06-25,ASPL,99.7
2021-06-25,BLUAF,9.79
2021-06-25,CSTAF,9.85
2021-06-25,MAQC,9.91
2021-06-25,NBST,9.69
2021-06-25,PMVC,9.76
2021-06-25,PUCK,9.65
2021-06-25,SLAMF,9.7
2021-06-28,ACIC,5.34303805930652
2021-06-28,ASPL,99.8
2021-06-28,BLUAF,9.71
2021-06-28,CSTAF,9.73
2021-06-28,MAQC,9.96
2021-06-28,NBST,9.94
2021-06-28,PMVC,9.74
2021-06-28,PUCK,9.66
2021-06-28,SLAMF,9.7
2021-06-29,ACIC,5.31544922251148
2021-06-29,ASPL,99.8
2021-06-29,BLUAF,9.7
2021-06-29,CSTAF,9.73
2021-06-29,MAQC,9.96
2021-06-29,NBST,9.66
2021-06-29,PMVC,9.74
2021-06-29,PUCK,9.65
2021-06-29,SLAMF,9.68
2021-06-30,ACIC,5.24187899105803
2021-06-30,ASPL,99.8
2021-06-30,BLUAF,9.71
2021-06-30,CSTAF,9.79
2021-06-30,MAQC,9.84
2021-06-30,NBST,9.64
2021-06-30,PMVC,9.75
2021-06-30,PUCK,9.64
2021-06-30,SLAMF,9.691
2021-07-01,ACIC,5.28786038571644
2021-07-01,ASPL,99.8
2021-07-01,BLUAF,9.71
2021-07-01,CSTAF,9.71
2021-07-01,MAQC,9.84
2021-07-01,NBST,9.63
2021-07-01,PMVC,9.73
2021-07-01,PUCK,9.65
2021-07-01,SLAMF,9.68
2021-07-02,ACIC,5.14991620174122
2021-07-02,ASPL,99.9
